project,Buginducing,Date,Modifiedfiles,LOC,TotalFixing,Bugfixing,FixingFiles,Tag,commitmessage
m-labs/artiq,c6ccc87f54120670215331271a7a9cc9ce71ebfc,2015-11-24T14:34:33Z,{'artiq/master/worker_impl.py': 16},16,1,{'67d2e7a828808f691d66427a8ee1b382add438f2'},{'artiq/master/worker_impl.py'},TRUE,
SoftwareQuTech/SimulaQron,52fe31355b0f6ba2c514bfaa05eb1350c6acc8e3,2018-10-08T13:01:45Z,"{'examples/cqc/python/hello_noLib/doNew.sh': 8, 'examples/cqc/pythonLib/QBER/doNew.sh': 8, 'examples/cqc/pythonLib/corrRNG/doNew.sh': 8, 'examples/cqc/pythonLib/extendGHZ/doNew.sh': 8, 'examples/cqc/pythonLib/hello/doNew.sh': 9, 'examples/cqc/pythonLib/teleport/doNew.sh': 8, 'examples/nativeMode/corrRNG/doNew.sh': 8, 'examples/nativeMode/extendGHZ/doNew.sh': 8, 'examples/nativeMode/graphState/doNew.sh': 8, 'examples/nativeMode/teleport/doNew.sh': 8, 'examples/programming_q_network/run_example.sh': 8, 'run/startAll.sh': 8, 'run/startAllLog.sh': 8, 'tests/auto/merges/bothLocal/doNew.sh': 8, 'tests/auto/merges/bothLocalNotSameReg/doNew.sh': 8, 'tests/auto/merges/bothRemote/doNew.sh': 8, 'tests/auto/merges/bothRemoteSameNodeDiffReg/doNew.sh': 8, 'tests/auto/merges/bothRemoteSameNodeSameReg/doNew.sh': 8, 'tests/auto/merges/remoteAtoB/doNew.sh': 8, 'tests/auto/merges/remoteBtoA/doNew.sh': 8, 'tests/auto/optional_noise/testAll.sh': 4, 'tests/auto/pythonLib/run.sh': 4, 'tests/auto/pythonLib/testAll.sh': 9, 'tests/performance/ring_teleport/doNew.sh': 8, 'tests/performance/ring_teleport/doNew_v2.sh': 8, 'tests/performance/two_computers/doNew.sh': 9, 'tests/runTests.sh': 10}",213,1,{'b11ef5d5c1cd726286d2d36a6e01e9e3bdf631a5'},"{'tests/auto/optional_noise/testAll.sh', 'tests/auto/pythonLib/run.sh'}",TRUE,
SoftwareQuTech/SimulaQron,63ee924f7aed8a139c9db1a3b13c55b71881a621,2018-11-23T14:00:07Z,{'cqc/backend/cqcHeader.py': 213},213,2,"{'930b2452351247815b7c3cf4d2362ad4746a0d60', '2e42a95abf24982e472f4dab8feebcde23c6dd79'}",{'cqc/backend/cqcHeader.py'},TRUE,
qucat/qucat,c41696efb13187ae8247f0228b83e4673426e93c,2019-04-26T12:36:37Z,"{'docs/README.md': 2, 'docs/source/conf.py': 1, 'docs/source/index.rst': 1, 'docs/source/tutorials/transmon_LC_GUI.ipynb': 320, 'docs/source/tutorials/transmon_LC_programmatically.ipynb': 133, 'docs/source/tutorials/transmon_cQED.txt': 2, 'docs/source/tutorials/tutorials.rst': 8, 'examples/transmon_cQED.ipynb': 392, 'src/_gui.py': 51}",910,2,"{'8636272cddb994af766a51571f6170a5a9d3d5b4', '8136c78151f4f7ba8604d158658d507207553240'}","{'docs/source/tutorials/transmon_LC_programmatically.ipynb', 'src/_gui.py', 'docs/source/tutorials/transmon_LC_GUI.ipynb'}",TRUE,
rigetti/qvm,42f68bd4b32778b9f2f9cfb7e1c10ad291b05595,2019-09-13T15:00:30Z,"{'app-ng/src/handlers.lisp': 8, 'app-ng/tests/test-rpc-api.lisp': 6}",14,1,{'1ef91942863d0e0a1517ec94e36d53b2f6ebf1e6'},{'app-ng/src/handlers.lisp'},TRUE,
cp2k/cp2k,41703ba1bc3ea4a3e69611cb35c2a15549a7e9c0,2010-02-03T08:25:13Z,"{'src/cp_control_utils.F': 1, 'src/qs_loc_control.F': 10, 'src/qs_loc_methods.F': 15, 'src/qs_localization_methods.F': 139, 'src/rt_propagation_methods.F': 10}",175,1,{'13acb63daa4e616bc810e163dbd1dbfd66a77076'},{'src/qs_loc_control.F'},TRUE,
m-labs/artiq,08f2aa8503892648317fc0a0a03025d6ef54669a,2014-12-09T08:26:50Z,{'artiq/management/scheduler.py': 9},9,1,{'f9d4056ee93eb50a5f85387f540cf50ba4e1d2ba'},{'artiq/management/scheduler.py'},TRUE,
ValeevGroup/mpqc,03bc5277baaac7ddaf5d3ec3b3defa7a681d940b,2017-04-04T19:09:58Z,{'src/mpqc/chemistry/qc/lcao/cc/ccsd.h': 210},210,1,{'25345aef2e16d5d40cf9209c4244f50a88bc7582'},{'src/mpqc/chemistry/qc/lcao/cc/ccsd.h'},TRUE,
cp2k/cp2k,7e21878c5d7595d2b89ce76357b2baf1f62b1506,2006-03-02T19:20:24Z,{'src/qs_scf.F': 33},33,1,{'c7ac0de76138bbbe0118162b119b09b63d673483'},{'src/qs_scf.F'},TRUE,
aeantipov/pomerol,075a321d56beea5af4257a4e68858a295d0dbee7,2010-12-26T20:02:41Z,"{'src/DensityMatrix.cpp': 12, 'src/DensityMatrix.h': 9}",21,1,{'6637f7870c41bf05d51cde18d3403ee8284a3da4'},{'src/DensityMatrix.cpp'},TRUE,
rigetti/qvm,b0b1de9572b5f333dadff974d949b7cc7fd5c966,2019-10-28T22:31:31Z,"{'src/approximate-qvm.lisp': 69, 'src/channel-qvm.lisp': 29, 'src/noise-models.lisp': 132, 'tests/approximate-qvm-tests.lisp': 120, 'tests/channel-qvm-tests.lisp': 178, 'tests/noise-model-tests.lisp': 134}",662,1,{'684ba3d3279649c9418c04bebbd1176b93569d31'},{'src/noise-models.lisp'},TRUE,
Qiskit/qiskit-aqua,deed95ac40e5edf12e470b9d583b0982d10021e6,2018-11-19T23:32:49Z,"{'qiskit_aqua/_discover.py': 10, 'qiskit_aqua/algorithms/adaptive/qaoa/qaoa.py': 4, 'qiskit_aqua/algorithms/adaptive/qsvm/qsvm_variational.py': 4, 'qiskit_aqua/algorithms/adaptive/vqe/vqe.py': 4, 'qiskit_aqua/algorithms/classical/cplex/cplex_ising.py': 6, 'qiskit_aqua/algorithms/classical/exacteigensolver/exacteigensolver.py': 6, 'qiskit_aqua/algorithms/classical/svm/svm_classical.py': 6, 'qiskit_aqua/algorithms/components/feature_maps/first_order_expansion.py': 6, 'qiskit_aqua/algorithms/components/feature_maps/pauli_expansion.py': 6, 'qiskit_aqua/algorithms/components/feature_maps/pauli_z_expansion.py': 6, 'qiskit_aqua/algorithms/components/feature_maps/second_order_expansion.py': 6, 'qiskit_aqua/algorithms/components/initial_states/custom.py': 6, 'qiskit_aqua/algorithms/components/initial_states/hartree_fock.py': 6, 'qiskit_aqua/algorithms/components/initial_states/zero.py': 6, 'qiskit_aqua/algorithms/components/iqfts/approximate.py': 6, 'qiskit_aqua/algorithms/components/iqfts/standard.py': 6, 'qiskit_aqua/algorithms/components/multiclass_extensions/allpairs.py': 6, 'qiskit_aqua/algorithms/components/multiclass_extensions/error_correcting_code.py': 6, 'qiskit_aqua/algorithms/components/multiclass_extensions/one_against_rest.py': 6, 'qiskit_aqua/algorithms/components/optimizers/cg.py': 6, 'qiskit_aqua/algorithms/components/optimizers/cobyla.py': 6, 'qiskit_aqua/algorithms/components/optimizers/l_bfgs_b.py': 6, 'qiskit_aqua/algorithms/components/optimizers/nelder_mead.py': 6, 'qiskit_aqua/algorithms/components/optimizers/nlopts/crs.py': 6, 'qiskit_aqua/algorithms/components/optimizers/nlopts/direct_l.py': 6, 'qiskit_aqua/algorithms/components/optimizers/nlopts/direct_l_rand.py': 6, 'qiskit_aqua/algorithms/components/optimizers/nlopts/esch.py': 6, 'qiskit_aqua/algorithms/components/optimizers/nlopts/isres.py': 6, 'qiskit_aqua/algorithms/components/optimizers/p_bfgs.py': 6, 'qiskit_aqua/algorithms/components/optimizers/powell.py': 6, 'qiskit_aqua/algorithms/components/optimizers/slsqp.py': 6, 'qiskit_aqua/algorithms/components/optimizers/spsa.py': 6, 'qiskit_aqua/algorithms/components/optimizers/tnc.py': 6, 'qiskit_aqua/algorithms/components/oracles/sat.py': 6, 'qiskit_aqua/algorithms/components/variational_forms/ry.py': 6, 'qiskit_aqua/algorithms/components/variational_forms/ryrz.py': 6, 'qiskit_aqua/algorithms/components/variational_forms/swaprz.py': 6, 'qiskit_aqua/algorithms/components/variational_forms/uccsd.py': 6, 'qiskit_aqua/algorithms/many_sample/eoh/eoh.py': 4, 'qiskit_aqua/algorithms/many_sample/qsvm/qsvm_kernel.py': 4, 'qiskit_aqua/algorithms/single_sample/grover/grover.py': 6, 'qiskit_aqua/algorithms/single_sample/iqpe/iqpe.py': 6, 'qiskit_aqua/algorithms/single_sample/qpe/qpe.py': 4, 'qiskit_aqua/input/svminput.py': 6}",256,3,"{'1c423e62f8779f91b94ea7944b0e771a84536e93', 'dcd3688f1835adb9a67d7974d6e7437d6cc949a4', 'b2d30bbe60dd57168b49fa77d62c49a17bad85e3'}","{'qiskit_aqua/algorithms/many_sample/eoh/eoh.py', 'qiskit_aqua/algorithms/single_sample/qpe/qpe.py', 'qiskit_aqua/algorithms/adaptive/qaoa/qaoa.py', 'qiskit_aqua/algorithms/many_sample/qsvm/qsvm_kernel.py', 'qiskit_aqua/algorithms/classical/cplex/cplex_ising.py', 'qiskit_aqua/algorithms/single_sample/grover/grover.py'}",TRUE,
supernomad/quantum,ffc2cfca70f8947d8fa47150bcc091813a24451e,2016-08-13T17:57:56Z,"{'agg/agg.go': 169, 'agg/console.go': 15, 'agg/statsLog.go': 20, 'backend/backend.go': 11, 'backend/backendConfig.go': 4, 'bin/build.sh': 2, 'common/config.go': 26, 'common/config_test.go': 15, 'common/ecdh.go': 2, 'common/ecdh_test.go': 18, 'common/mapping.go': 3, 'common/stats.go': 33, 'common/stats_test.go': 24, 'main.go': 28, 'socket/socket.go': 98, 'socket/tun.go': 67, 'socket/udp.go': 96, 'workers/incoming.go': 44, 'workers/outgoing.go': 48}",723,7,"{'f8921125aa58e53ea4247d2ec73c2a619034c5ae', '5d6b4cda9ecbd041963a20c091a12d23f15f4167', 'ed07237c40331e5c8d55c754b55b13299f835ab4', '72d679031886d4d759042e1500728842b2da8a16', 'ba947d851914ed510d443dd0b1ad9677e37abb7f', '7a6976fb19f7710adab3af001b67a3b59fbc87d3', '0c0ec0c097fb265deb4705931564b6051fc38bd1'}","{'agg/agg.go', 'socket/udp.go', 'common/stats.go', 'socket/socket.go', 'common/config.go', 'workers/outgoing.go', 'agg/statsLog.go', 'workers/incoming.go'}",TRUE,
QMCPACK/qmcpack,f05800633749d700a85b1f3e32a1f5cc6ff2d38f,2016-01-05T18:34:10Z,{'manual/introduction.tex': 149},149,2,"{'a30a4497818b9912999341bfcb2636152421b322', '8872fd9efd1d2ec609148c489a4f35ab1bfc3cf9'}",{'manual/introduction.tex'},TRUE,
XanaduAI/pennylane,d3cc053113023f348727bf4257f9923c46346549,2019-10-24T02:20:58Z,"{'pennylane/decorator.py': 1, 'pennylane/interfaces/tf.py': 4, 'pennylane/interfaces/torch.py': 4, 'pennylane/qnode.py': 30, 'tests/test_qnode.py': 50}",89,1,{'493d41995e1174761ce8dcffec0d292327a67310'},"{'pennylane/qnode.py', 'tests/test_qnode.py', 'pennylane/decorator.py'}",TRUE,
qutech/qupulse,ee52e8f53ed0210ed91e1312b6e71a86ccc57744,2015-09-18T08:45:33Z,"{'setup.py': 2, 'src/pulses/SequencePulseTemplate.py': 15, 'tests/pulses/PlottingTests.py': 8, 'tests/pulses/SequencePulseTemplateTests.py': 10, 'tests/pulses/SerializerTests.py': 2}",37,6,"{'44e1e5dad535f62ef479f975cdeb8e3a95c98bde', 'e298c7dc371205c8514aec6584031f9cbfb7105a', 'b38d0c75bf18635a22524f728b82ded9cc90da58', '2d8e5438f1f30e99a600e693a6357069f72999a8', '2994ed70974065e943e896eccfce19aeca368b57', 'a839b489333a2ad02222a1ee0109bbdb87837da4'}","{'qctoolkit/pulses/sequence_pulse_template.py', 'src/pulses/SequencePulseTemplate.py', 'tests/pulses/sequence_pulse_template_tests.py'}",TRUE,
cp2k/cp2k,986fc7a5bc6904128a18e59b571856a1d4e32aeb,2010-02-11T14:05:58Z,"{'src/cp_fm_types.F': 105, 'src/qs_loc_utils.F': 21, 'src/qs_mo_types.F': 43}",169,3,"{'4b61cae1fa428bec49c86f217e0f7a6f1e15fe5d', 'bf729b8d123ae42785d52d802b6d3c2b0a9e4f19', 'af30b0fc0d66b64188d332d3bf7c505f0307be9f'}",{'src/fm/cp_fm_types.F'},FALSE,
BBN-Q/pyqgl2,3ae151330dd1bc9b33bcde284f09204f10f600c4,2015-10-06T22:15:36Z,"{'src/python/qgl2/__init__.py': 0, 'src/python/qgl2/qgl2.py': 81}",81,3,"{'57699994fc8284b9f07054bd8a6f4c8e2379b4ac', '60227f5d493445cb5f1476a4ffdbcca17fb327e3', 'be7caa4cde15e70454c4293c30592b7591427b77'}",{'src/python/qgl2/qgl2.py'},TRUE,
rigetti/rpcq,283eca54dca214b557d4a8e7fe11612cdd4dbdbf,2019-04-18T17:13:47Z,"{'rpcq/_client.py': 4, 'rpcq/_spec.py': 51, 'rpcq/_utils.py': 46, 'rpcq/messages.py': 19, 'rpcq/test/test_base.py': 6, 'rpcq/test/test_rpc.py': 15, 'src-tests/test-rpc.lisp': 24, 'src/client.lisp': 8, 'src/messages.lisp': 26, 'src/rpcq.lisp': 16, 'src/server.lisp': 181}",396,6,"{'f5a7d925d268d97af07769dfd8b9f69198ae4ae9', '512d53d968a22189ebfa6c6f2779f1b6d0b1530e', '438ab030e54cb7264197de0e504261e35ba482f0', '7e5616374c256d2fd403e7be7b8325ee48524ded', 'ef57a5082f34fa32d818d2123c37af6c0422a9c2', '0278c62b798cd901efa554e07e56aee3a674103d'}","{'src/server.lisp', 'rpcq/_spec.py', 'src/messages.lisp', 'src-tests/test-rpc.lisp'}",TRUE,
QMCPACK/qmcpack,e2de0b6d2b10aff3ba58945ebb64565318708693,2010-08-31T16:45:11Z,{'src/QMCWaveFunctions/Fermion/BackflowTransformation.h': 20},20,2,"{'ec65f21802077353ae861269db182a5f7969656e', '4498774264ead53585b8afe0ee4b6e8bdf9f921a'}",{'src/QMCWaveFunctions/Fermion/BackflowTransformation.h'},TRUE,
XanaduAI/pennylane,968963a7c114bfcfa50a6da5c467c547e310398a,2020-07-23T22:13:56Z,"{'qchem/CHANGELOG.md': 4, 'qchem/pennylane_qchem/qchem/obs.py': 72, 'qchem/tests/test_sz_obs.py': 80}",156,1,{'9113e6987e1c206d1254648359f1455a85836bf2'},"{'qchem/pennylane_qchem/qchem/obs.py', 'qchem/tests/test_sz_obs.py'}",TRUE,
Qiskit/qiskit-aqua,12cdd6e94dce1809654db8aa397fb9f102328477,2018-06-21T16:51:34Z,{'qiskit_acqua_chemistry/acqua_chemistry.py': 10},10,1,{'ecad1474ae3e4bbc0d448b39a2637f743e4eb778'},{'qiskit/chemistry/qiskit_chemistry.py'},FALSE,
qutip/qutip,2204c35a0aec54c0b6637a4ee376cf11d5b2c0ca,2012-09-05T05:20:27Z,{'qutip/eseries.py': 10},10,3,"{'0d655b50c24919dd3f7edd1a17f1491eddfd754c', 'aa2309810a710d8049c2cb78c6f3c612efe39351', 'ae91370a5d13e06d7d35557a95d3a5be027a064b'}",{'qutip/eseries.py'},TRUE,
votca/xtp,0e48eb416c97d603adcb56061d866f17f8983f9b,2014-08-14T17:25:39Z,"{'include/votca/kmc/event.h': 18, 'include/votca/kmc/eventinfo.h': 23, 'include/votca/kmc/events.h': 11, 'include/votca/kmc/graph.h': 6, 'include/votca/kmc/graph_initialize.h': 232, 'include/votca/kmc/graphkmc.h': 38, 'include/votca/kmc/graphsql.h': 108, 'include/votca/kmc/longrange.h': 3, 'netbeans/libkmc/nbproject/configurations.xml': 11, 'src/libkmc/calculators/bulk.h': 2, 'src/libkmc/calculators/device.h': 16}",468,3,"{'96d708f1f5bb892febeb27ea59dcc8beaaa4cabd', 'b6b5a5f7a38a13043bc30b52f4ad9aa2807d9bf3', '004c488ad658f4e8e6a286f51e9ef62b5d0561cf'}","{'include/votca/kmc/graphsql.h', 'include/votca/kmc/eventinfo.h'}",TRUE,
mabuchilab/QNET,a94fc0160681f453ad05dfd82a6db6ed2f82bcbf,2015-02-11T20:45:15Z,"{'bin/parse_qhdl.py': 58, 'examples/notebooks/PseudoNANDAnalysis.ipynb': 510, 'qnet/algebra/abstract_algebra.py': 133, 'qnet/algebra/circuit_algebra.py': 38, 'qnet/algebra/hilbert_space_algebra.py': 8, 'qnet/algebra/operator_algebra.py': 22, 'qnet/algebra/permutations.py': 16, 'qnet/algebra/state_algebra.py': 3, 'qnet/algebra/super_operator_algebra.py': 4, 'qnet/algebra/test/test_circuit_algebra.py': 2, 'qnet/algebra/test/test_operator_algebra.py': 19, 'qnet/circuit_components/component.py': 2, 'qnet/circuit_components/delay_cc.py': 2, 'qnet/circuit_components/library.py': 4, 'qnet/misc/circuit_visualization.py': 17, 'qnet/misc/euler_mayurama.py': 6, 'qnet/misc/parse_circuit_strings.py': 8, 'qnet/misc/parser.py': 2, 'qnet/qhdl/qhdl.py': 14, 'qnet/qhdl/qhdl_parser.py': 6, 'qnet/qhdl/test/test_qhdl.py': 12, 'requirements.txt': 4, 'setup.py': 20}",910,6,"{'a7074124a437161a26a250c83ea31515b14ee687', 'ee18168352c8b648b7678cf3ee34e7bb4e24f7d3', '925761ee5b4d6bc4a5ee31ab28fd3c97227d60e2', '4e350a4f464a57d3276e33e3706d20fff67930ea', '9f03ba71697c3763fd20659b36735702cfd95d11', '2c42dcb2c99b2a11c052ea783f57af6eb797d909'}","{'qnet/algebra/abstract_algebra.py', 'qnet/algebra/circuit_algebra.py', 'qnet/misc/euler_mayurama.py', 'qnet/algebra/super_operator_algebra.py', 'qnet/algebra/operator_algebra.py', 'qnet/misc/circuit_visualization.py', 'tests/algebra/test_operator_algebra.py', 'qnet/circuit_components/delay_cc.py', 'bin/parse_qhdl.py', 'tests/algebra/test_circuit_algebra.py', 'qnet/algebra/hilbert_space_algebra.py', 'qnet/algebra/state_algebra.py'}",Unclear,
votca/xtp,d5bc30d4b157c4ae60232a74f0a494e7dd64239e,2015-09-21T16:30:32Z,"{'include/votca/ctp/espfit.h': 4, 'include/votca/ctp/mulliken.h': 39, 'src/libctp/espfit.cc': 16, 'src/libctp/tools/espfit_tool.h': 12}",71,3,"{'b9c661c64e73f17b810090c73240fbf27be6ff28', '957f71915a02ad344205c6ab98f3b437078bb0d2', '0ce040b6fafb00bc0a7a8eca900247214dccc97b'}","{'src/libctp/tools/espfit_tool.h', 'src/libxtp/espfit.cc', 'src/libxtp/tools/partialcharges.h'}",TRUE,
pyscf/pyscf,f85d771be92dd6c20f6d26b6172b0f4efdeca3ef,2016-01-25T21:05:52Z,"{'scf/addons.py': 7, 'scf/hf_symm.py': 35, 'scf/uhf_symm.py': 26}",68,3,"{'07aba08e620448a60b63e89063a71d5ca2d99950', '5a168240afff0a67299396a65d9c3bae1c9ddb71', '5578c5156e717c31c6d6930677553a385618ce30'}","{'scf/uhf_symm.py', 'scf/hf_symm.py'}",TRUE,
Qiskit/qiskit-aqua,14bf66a579cc3b5f80e025b3f7d5bbda4769359c,2019-02-06T02:13:14Z,"{'qiskit/chemistry/aqua_extensions/components/variational_forms/uccsd.py': 120, 'qiskit/chemistry/fermionic_operator.py': 46}",166,2,"{'afd35fde37a1172ec5d4011776467886f624bf27', 'e82f0a7e81807b77d4619b72cde111c1c6c51ed6'}",{'qiskit/chemistry/aqua_extensions/components/variational_forms/uccsd.py'},TRUE,
Qiskit/qiskit-terra,f74d95c26374c59656c6a98334f381bea6f1b56c,2017-07-28T19:38:54Z,"{'tools/qi.py': 58, 'tutorial/sections/state_tomography.ipynb': 68}",126,3,"{'e73beba1e68de2617046a7e1e9eeac375b61de81', 'e49d132e307a5103e523b819626c92ff4096077d', '536ac4d46218cc573a6a91b7492618b97a8f3987'}","{'qiskit/tools/qi/qi.py', 'tools/qi/qi.py'}",FALSE,
hande-qmc/hande,37f38ca9538d012cbd2a62fdc60c6d44deef2503,2016-05-17T08:10:41Z,"{'tools/pyhande/pyhande/lazy.py': 16, 'tools/reblock_hande.py': 12}",28,1,{'59922a4c90df0642ecdfd4f287ee3b7877249bd2'},{'tools/pyhande/pyhande/lazy.py'},TRUE,
qutip/qutip,fac892fcbcc2133077383b2bed16469e4d9ce177,2014-12-15T04:38:41Z,{'qutip/solver.py': 23},23,1,{'789c60baf3fc65fb744088be37be03cf4523c78d'},{'qutip/solver.py'},TRUE,
qutip/qutip,2ad5cf73d647d0721e7deb58255be04beb2e38bd,2012-01-19T02:50:53Z,{'qutip/ptrace.py': 9},9,1,{'552fc246e055eb4a29390a89b04c9a8d796cfa12'},{'qutip/ptrace.py'},TRUE,
qutip/qutip,ac2ac7f44abbc1948cb4e8933968afd031c009fd,2013-02-18T07:31:26Z,{'qutip/floquet.py': 35},35,1,{'a5a084343dad1a717058f6a6e0fe42a6e0c6229d'},{'qutip/floquet.py'},TRUE,
QMCPACK/qmcpack,134522b3491d328feae4019fce29b44b56682b03,2005-05-16T18:24:06Z,{'src/QMCApp/QMCMain.cpp': 40},40,1,{'2a293ce1cf5465e24934479c818c185020eacbd7'},{'src/QMCApp/QMCMain.cpp'},TRUE,
Qiskit/qiskit-ibmq-provider,da6c78e5b513817aa373d7bfa005d16467464140,2020-04-13T14:28:25Z,"{'.travis.yml': 18, 'CHANGELOG.md': 11, 'qiskit/providers/ibmq/api/rest/schemas/root.py': 3, 'qiskit/providers/ibmq/ibmqbackend.py': 10, 'qiskit/providers/ibmq/job/ibmqjob.py': 11, 'qiskit/providers/ibmq/jupyter/__init__.py': 9, 'qiskit/providers/ibmq/managed/managedjob.py': 10, 'qiskit/providers/ibmq/managed/managedjobset.py': 4, 'qiskit/providers/ibmq/utils/qobj_utils.py': 22, 'requirements.txt': 2, 'setup.py': 2, 'test/fake_account_client.py': 2, 'test/ibmq/test_ibmq_job.py': 2, 'test/ibmq/test_ibmq_job_model.py': 3, 'test/ibmq/test_ibmq_jobmanager.py': 3, 'test/utils.py': 4}",116,4,"{'b6f747f0bb5c6f038b9180227a7afd381bf94984', '2d32a1ddbd043c22e7693fbcdd8dfb18a3d43139', '462be46970531d79fe615c7d565e4844a5f60e5b', '984d992d1085bc3252c6d8f3ec7c99a9c4703ad3'}","{'qiskit/providers/ibmq/job/ibmqjob.py', 'test/ibmq/test_ibmq_job_model.py', 'qiskit/providers/ibmq/utils/qobj_utils.py', 'qiskit/providers/ibmq/api/rest/schemas/root.py', 'setup.py', 'CHANGELOG.md'}",TRUE,
TRIQS/triqs,76aa6120e9fb352d0a55c60c2eda23364baa1965,2014-05-21T14:35:33Z,"{'pytriqs/operators/CMakeLists.txt': 1, 'pytriqs/operators/operators2_desc.py': 55}",56,3,"{'8d1d13907096c7160f8b0b94abb2456c78cdf230', 'eeba76317101cccf731b77a2513086adc124ab9d', '63c3880b8768d1134491ab64f060f65283d04f04'}","{'pytriqs/operators/operators2_desc.py', 'pytriqs/operators/operators_desc.py'}",FALSE,
arguelles/nuSQuIDS,89a60593975f2c712aebb849180f7edbcdab6b34,2015-04-05T19:09:03Z,{'resources/check_numpy.py': 2},2,1,{'4740301813e2bf0654d89cb0cda735f2e83f786f'},{'resources/check_numpy.py'},TRUE,
QMCPACK/qmcpack,8c15d48a074e1d504c0e7ea43aff0ea5570d4483,2019-03-25T14:11:39Z,{'src/QMCWaveFunctions/Fermion/DelayedUpdateCUDA.h': 25},25,1,{'47cf654f2986deba89ac0d26dc5c16ab17aa4b61'},{'src/QMCWaveFunctions/Fermion/DelayedUpdateCUDA.h'},TRUE,
qutip/qutip,93fda54447a40faf12f1f4492fd05e58e042f332,2016-05-27T03:14:30Z,{'qutip/mesolve.py': 4},4,1,{'246e3de76b7bdbf4257e4b62909d4424b3fd2111'},{'qutip/mesolve.py'},FALSE,
XanaduAI/pennylane,603994053b1d4a4f7a10888151071be65847b4f4,2018-09-15T22:16:47Z,"{'openqml/operation.py': 70, 'openqml/ops/builtins_continuous.py': 3, 'openqml/ops/builtins_discrete.py': 2, 'openqml/variable.py': 50}",125,8,"{'423f03d35856717af906c6bf0ba380dc8f7027e4', '758937731501c2305e460187d8cb7dd13a5b3278', '911043ad7c2306ec14cce8cecdb874c49374e584', '737348c6d19dc656a93c41f30e232b08d59944c9', 'a776dbecfb0c1d32bb04012a69ee0e559d58c3b5', 'b45ed9c92701a221c62e1d2efb549b18b56974af', '842737f1406acc609c055780cc9311ad2e211be6', 'c678dabdf82faba85a36182856aa5b1fa0551f61'}","{'pennylane/variable.py', 'openqml/operation.py', 'pennylane/operation.py', 'pennylane/ops/qubit.py', 'pennylane/ops/cv.py'}",FALSE,
cp2k/cp2k,9a71617f7f62237a88cab6bddc09c5967c92c6c0,2001-06-26T17:41:16Z,"{'src/MACHINEDEFS.DEC': 3, 'src/MACHINEDEFS.IBM': 6, 'src/MACHINEDEFS.PGI': 5, 'src/MACHINEDEFS.SGI': 6, 'src/MACHINEDEFS.T3E': 1, 'src/Makefile': 2, 'src/OBJECTDEFS': 28, 'src/TODO': 1, 'src/atoms_input.F': 2, 'src/constraint.F': 2, 'src/cp2k_input.F': 2, 'src/dg_rho0s.F': 6, 'src/ewalds.F': 8, 'src/fist.F': 6, 'src/fist_force.F': 2, 'src/fist_input.F': 2, 'src/fist_nonbond_force.F': 2, 'src/force_fields.F': 9, 'src/initialize_extended_types.F': 2, 'src/input_types.F': 1, 'src/integrator.F': 2, 'src/linklist_cell_list.F': 37, 'src/linklist_control.F': 2, 'src/linklist_verlet_list.F': 23, 'src/md.F': 2, 'src/message_passing.F': 4, 'src/molecule_input.F': 2, 'src/nhc.F': 50, 'src/nose.F': 2, 'src/parallel.F': 2, 'src/parser.F': 2, 'src/pws.F': 8, 'src/spherical_harmonics.F': 808, 'src/stop_program.F': 2, 'src/structure_factors.F': 3, 'src/tbmd_force.F': 2, 'src/tbmd_input.F': 2, 'src/timings.F': 61, 'src/unit.F': 4, 'src/util.F': 6}",1120,12,"{'1706d4b1a3bf11804a60674d287b6eb7cb8d92dd', 'f97138bf4a6d40459b5ad5e6bfd23cf8b08fc5b0', '4a908d5a5aba95e2691e69924b4c2b5ab0d77bc9', '680d5b8369dd4750e33326d3895869c79d5d0cfc', 'e4341e173f94eabdc9978bb750df9efa9cae23ff', '30e64779d803bd5251019407600f72c707500f4a', '021995595cc44317b5e40fad83d752c8f928c09d', '91b98dfba3b75bac7f6069d867059e43f980e6e1', '638dbd3c612a9785fee16f5be068066145bf696d', '885bb5aedb768ad1ef7dbf68d24fa0b6a6d52c98', '1d90eaf84d6c2491204d137ca3a61058a3ad7b98', '327486c2549e52d4aa7ce808d6103a49f17c260f'}","{'src/pws.F', 'src/md.F', 'src/timings.F', 'src/linklist_control.F', 'src/common/spherical_harmonics.F', 'src/molecule_input.F', 'src/linklist_verlet_list.F', 'src/fist_nonbond_force.F', 'src/atoms_input.F', 'src/nhc.F', 'src/fist_force.F'}",FALSE,
